reference_id,location_name,dataset,request_type,outcome,request_year,Source File,latitude,longitude,crashes_150m,injuries_150m,ped_injuries_150m,fatalities_150m
CQ21-2748,78 Avenue & 64 Place,Signal Study,All-Way Stop,denied,2021.0,data_cb5_signal_studies.csv,40.697346,-73.89081,12,18,1,0
SR-20231002-30678,78 Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.695157,-73.898616,12,16,4,0
SR-20201006-20003,Dekalb Avenue,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.707632,-73.915841,12,16,4,0
CQ24-0872B,Myrtle Avenue & 73 Place,Signal Study,Left Turn Arrow/Signal,denied,2024.0,data_cb5_signal_studies.csv,40.702374,-73.87544,11,14,1,0
SR-20220329-26999,Grandview Avenue,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.708428,-73.905517,11,13,3,0
SR-20250923-39520,Fairview Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.708115,-73.908215,11,15,3,0
SR-20250923-39520,Fairview Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.706361,-73.905257,11,11,3,0
CQ25-2631,78 Avenue & 64 Street,Signal Study,All-Way Stop,denied,2025.0,data_cb5_signal_studies.csv,40.697144,-73.89169,11,18,0,0
SR-20250911-39469,Woodward Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.708345,-73.911548,11,11,2,0
SR-20220114-26801,Brown Place,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.724243,-73.895819,11,13,3,0
CQ23-0412,54 Street & Grand Avenue,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.718555,-73.91518,11,15,0,0
SR-20220114-26801,Brown Place,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.723425,-73.895416,11,15,2,0
CQ23-2319,66 Drive & Pleasantview Street,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.71343,-73.882295,11,15,3,0
CQ22-0405,68 Avenue & 80 Street,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.711246,-73.87095,11,16,2,0
CQ22-1950,Himrod Street & Fairview Avenue,Signal Study,All-Way Stop,approved,2022.0,data_cb5_signal_studies.csv,40.708345,-73.91154799999998,11,11,2,0
SR-20210408-25623,Juniper Boulevard North,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.722007,-73.874555,11,19,1,0
CQ23-1700B,Dry Harbor Road & 63 Avenue,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.72219,-73.87417,11,19,1,0
SR-20210226-25427,60 Avenue,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.716893,-73.901797,11,17,2,0
CQ21-2876,Rust Street & Maspeth Avenue,Signal Study,Traffic Signal,approved,2021.0,data_cb5_signal_studies.csv,40.72205984333144,-73.91329813158207,11,13,1,0
SR-20221118-29046,Grand Avenue,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.719051,-73.913399,11,12,0,0
CQ22-1149,77 Avenue & 81 Street,Signal Study,All-Way Stop,denied,2022.0,data_cb5_signal_studies.csv,40.7066131053992,-73.8686363313541,11,11,4,0
CQ21-2556,56 Street & Grand Avenue,Signal Study,Traffic Signal,denied,2021.0,data_cb5_signal_studies.csv,40.719051,-73.913399,11,12,0,0
CQ21-2527,57 Road & 61 Street,Signal Study,Traffic Signal,denied,2021.0,data_cb5_signal_studies.csv,40.722599,-73.90456299999998,11,13,3,0
CQ21-2747,78 Avenue & 64 Street,Signal Study,All-Way Stop,denied,2021.0,data_cb5_signal_studies.csv,40.697144,-73.89169,11,18,0,0
CQ21-1386,Grandview Avenue & Grove Street,Signal Study,All-Way Stop,denied,2021.0,data_cb5_signal_studies.csv,40.708427,-73.905525,11,13,3,0
SR-20221118-29046,Grand Avenue,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.718556,-73.915167,11,15,0,0
SR-20231018-30822,60 Place,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.70898,-73.90183,11,11,2,0
CQ25-2292,Starr Street & Onderdonk Avenue,Signal Study,Traffic Signal,denied,2025.0,data_cb5_signal_studies.csv,40.71029,-73.91789,11,17,4,0
SR-20221118-29046,Grand Avenue,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.71881,-73.914265,11,15,0,0
SR-20220114-26803,58 Road,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.723425,-73.895416,11,15,2,0
SR-20221107-28997,77 Avenue,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.706613,-73.868636,11,11,4,0
SR-20240722-32049,Pleasant View Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.71343,-73.882294,11,15,3,0
SR-20240126-31276,Linden Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.70898,-73.90183,11,11,2,0
CQ22-0674,Onderdonk Avenue & Starr Street,Signal Study,All-Way Stop,approved,2022.0,data_cb5_signal_studies.csv,40.71029,-73.91789,11,17,4,0
CQ22-0504,Cooper Avenue & 65 Place,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.699539,-73.888615,11,13,2,0
CQ25-1510,61 Street & 57 Road,Signal Study,Traffic Signal,denied,2025.0,data_cb5_signal_studies.csv,40.722599,-73.90456299999998,11,13,3,0
CQ22-0247,Myrtle Avenue & 81 Street,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.7030515,-73.867253,11,13,3,0
SR-20251014-39630,Gates Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.706361,-73.905257,11,11,3,0
SR-20251006-39599,Starr Street,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.71029,-73.917883,11,17,4,0
CQ25-0725B,Juniper Valley Road & 80 Street,Signal Study,Left Turn Arrow/Signal,denied,2025.0,data_cb5_signal_studies.csv,40.71599,-73.87209,11,14,1,0
SR-20251029-39708,72 Place,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.705225,-73.878565,11,11,3,0
CQ24-3662,60 Road & 60 Street,Signal Study,All-Way Stop,approved,2024.0,data_cb5_signal_studies.csv,40.71574,-73.90603,10,11,5,0
SR-20251006-39594,62 Street,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.733659,-73.900069,10,13,0,0
CQ22-0482,Flushing Avenue & 58 Drive,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.719711,-73.908257,10,15,2,0
CQ23-1009,78 Avenue & 82 Street,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.705519,-73.866878,10,13,3,0
CQ24-2090,Fairview Avenue & Linden Street,Signal Study,All-Way Stop,denied,2024.0,data_cb5_signal_studies.csv,40.7068,-73.906006,10,10,3,0
SR-20210604-25807,Woodbine Street,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.707013,-73.900661,10,11,2,0
CQ23-1132,77 Road & 80 Street,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.70608,-73.86882,10,10,3,0
CQ23-1372B,Forest Avenue & Madison Street,Signal Study,Leading Pedestrian Interval,denied,2023.0,data_cb5_signal_studies.csv,40.705684,-73.902372,10,12,3,0
CQ23-1375B,Forest Avenue & Putnam Avenue,Signal Study,Leading Pedestrian Interval,denied,2023.0,data_cb5_signal_studies.csv,40.705684,-73.902372,10,12,3,0
SR-20240419-31592,Metropolitan Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.71223,-73.884352,10,13,2,0
CQ20-0347,60 Road & 60 Street,Signal Study,All-Way Stop,denied,2020.0,data_cb5_signal_studies.csv,40.71574,-73.90603,10,11,5,0
CQ20-0087,60 Street & 59 Avenue,Signal Study,All-Way Stop,denied,2020.0,data_cb5_signal_studies.csv,40.718796,-73.90671,10,15,1,0
SR-20240514-31682,58 Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.724068,-73.895776,10,12,2,0
CQ23-1381B,Decatur Street & Forest Avenue,Signal Study,Leading Pedestrian Interval,denied,2023.0,data_cb5_signal_studies.csv,40.698753,-73.89726,10,10,0,0
SR-20231018-30822,60 Place,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.707013,-73.900661,10,11,2,0
CQ23-1985,Fairview Avenue & Menahan Street,Signal Study,All-Way Stop,approved,2023.0,data_cb5_signal_studies.csv,40.707676,-73.907486,10,11,3,0
CQ20-2017,64 Street & 75 Avenue,Signal Study,Traffic Signal,denied,2020.0,data_cb5_signal_studies.csv,40.698814,-73.89215,10,13,2,0
CQ20-2144,Gates Avenue & 60 Place,Signal Study,All-Way Stop,denied,2020.0,data_cb5_signal_studies.csv,40.70832,-73.90144,10,10,2,0
CQ25-2441B,Putnam Avenue & Forest Avenue,Signal Study,Traffic Signal,denied,2025.0,data_cb5_signal_studies.csv,40.705684,-73.902372,10,12,3,0
SR-20250923-39520,Fairview Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.705484,-73.903772,10,12,3,0
SR-20250519-38066,69 Lane,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.729098,-73.894505,10,13,4,0
SR-20250130-35729,Eliot Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.726354,-73.876297,10,12,4,0
SR-20250923-39520,Fairview Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.706798,-73.905995,10,10,3,0
CQ21-0579,Brown Place & 58 Avenue,Signal Study,All-Way Stop,denied,2021.0,data_cb5_signal_studies.csv,40.724068,-73.895776,10,12,2,0
SR-20230605-29844,60 Street,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.718796,-73.906707,10,15,1,0
SR-20231018-30822,60 Place,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.708323,-73.901438,10,10,2,0
CQ21-0256,59 Street & 59 Avenue,Signal Study,All-Way Stop,denied,2021.0,data_cb5_signal_studies.csv,40.719028,-73.908215,10,15,1,0
SR-20230613-29927,Gates Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.708323,-73.901438,10,10,2,0
SR-20210820-26255,Aubrey Avenue,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.710083,-73.864445,10,14,2,1
SR-20220114-26801,Brown Place,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.724068,-73.895776,10,12,2,0
SR-20221031-28969,62 Street,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.733659,-73.900069,10,13,0,0
SR-20230621-29989,75 Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.698739,-73.893042,10,13,1,0
SR-20250923-39520,Fairview Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.707678,-73.907477,10,11,3,0
SR-20250923-39520,Fairview Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.707238,-73.906738,10,11,3,0
CQ20-0334B,58 Avenue & 69 Street,Signal Study,Traffic Signal,denied,2020.0,data_cb5_signal_studies.csv,40.72462,-73.89455,9,11,1,0
CQ20-0191B,59 Drive & 60 Street,Signal Study,Traffic Signal,denied,2020.0,data_cb5_signal_studies.csv,40.71736,-73.9064,9,9,2,0
CQ20-0086,Flushing Avenue & 60 Street,Signal Study,Traffic Signal,denied,2020.0,data_cb5_signal_studies.csv,40.719334,-73.906845,9,13,1,0
SR-20241003-33402,Cooper Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.693437,-73.900032,9,10,1,0
SR-20210108-24283,59 Place,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.716261,-73.907436,9,10,4,0
SR-20221230-29142,81 Street,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.723486,-73.87684,9,11,0,0
SR-20231113-30977,Central Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.704607,-73.881148,9,9,2,0
SR-20210908-26408,73 Place,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.714323,-73.880561,9,11,4,0
SR-20231018-30822,60 Place,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.70767,-73.901049,9,9,2,0
SR-20240402-31495,61 Road,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.718182,-73.891997,9,22,0,0
SR-20230620-29970,81 Street,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.723486,-73.87684,9,11,0,0
SR-20240719-32048,Putnam Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.705772,-73.899963,9,10,4,0
CQ23-0570B,57 Avenue & 74 Street,Signal Study,Leading Pedestrian Interval,denied,2023.0,data_cb5_signal_studies.csv,40.72861,-73.88721,9,10,4,0
SR-20210902-26379,59 Drive,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.717363,-73.906392,9,9,2,0
CQ20-1575,Grove Street & 60 Place,Signal Study,All-Way Stop,denied,2020.0,data_cb5_signal_studies.csv,40.709633,-73.90223,9,10,1,0
SR-20230608-29878,59 Place,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.717381,-73.907683,9,10,1,0
SR-20241101-35515,Andrews Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.714455,-73.908275,9,10,4,0
SR-20211202-26763,Putnam Avenue,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.706018,-73.898945,9,10,4,0
CQ23-1379B,Forest Avenue & Gates Avenue,Signal Study,Leading Pedestrian Interval,denied,2023.0,data_cb5_signal_studies.csv,40.707804,-73.903624,9,9,5,0
SR-20230816-30383,65 Place,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.728076,-73.900272,9,9,1,0
CQ24-1501,60 Place & Grove Street,Signal Study,All-Way Stop,denied,2024.0,data_cb5_signal_studies.csv,40.709633,-73.90223,9,10,1,0
CQ22-0961,57 Avenue & 74 Street,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.72861,-73.88721,9,10,4,0
CQ23-1269B,69 Street & Juniper Valley Road,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.72184062371875,-73.89068898306941,9,11,3,0
CQ24-1127,68 Street & 61 Road,Signal Study,All-Way Stop,denied,2024.0,data_cb5_signal_studies.csv,40.718182,-73.891997,9,22,0,0
CQ25-0497B,69 Street & Juniper Valley Road,Signal Study,Left Turn Arrow/Signal,denied,2025.0,data_cb5_signal_studies.csv,40.72184062371875,-73.89068898306941,9,11,3,0
SR-20221006-28863,Cypress Hills Street,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.699394,-73.88867,9,11,1,0
SR-20250828-39407,81 Street,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.723486,-73.87684,9,11,0,0
SR-20250923-39520,Fairview Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.705924,-73.904514,9,9,2,0
SR-20250407-37912,Grove Street,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.70989,-73.901147,9,10,1,0
SR-20250130-35729,Eliot Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.726726,-73.875499,9,14,2,0
SR-20220701-27447,65 Place,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.728076,-73.900272,9,9,1,0
SR-20230613-29927,Gates Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.707804,-73.903624,9,9,5,0
CQ23-2646,Putnam Avenue & 60 Place,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.705772,-73.89997,9,10,4,0
SR-20211202-26763,Putnam Avenue,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.705772,-73.899963,9,10,4,0
SR-20250407-37912,Grove Street,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.709636,-73.902222,9,10,1,0
CQ23-2629,Putnam Avenue & 60 Lane,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.706017,-73.89896,9,10,4,0
CQ22-3350,62 Avenue & 56 Street,Signal Study,All-Way Stop,denied,2022.0,data_cb5_signal_studies.csv,40.714455,-73.908275,9,10,4,0
CQ22-2096,60 Road & 59 Place,Signal Study,All-Way Stop,denied,2022.0,data_cb5_signal_studies.csv,40.715538,-73.90725,9,10,5,0
CQ22-1377,84 Place & Penelope Avenue,Signal Study,All-Way Stop,denied,2022.0,data_cb5_signal_studies.csv,40.72201,-73.86907,9,10,3,0
CQ21-0194,Palmetto Street & 60 Place,Signal Study,All-Way Stop,approved,2021.0,data_cb5_signal_studies.csv,40.70767,-73.901054,9,9,2,0
CQ21-1545,Fairview Avenue & Palmetto Street,Signal Study,All-Way Stop,approved,2021.0,data_cb5_signal_studies.csv,40.70592,-73.90452,9,9,2,0
SR-20240719-32048,Putnam Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.706018,-73.898945,9,10,4,0
SR-20230515-29673,56 Street,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.714455,-73.908275,9,10,4,0
CQ21-0215,Metropolitan Avenue & 64 Street,Signal Study,Traffic Signal,denied,2021.0,data_cb5_signal_studies.csv,40.712555,-73.89711,9,10,0,0
CQ21-0261,82 Place & Penelope Avenue,Signal Study,All-Way Stop,denied,2021.0,data_cb5_signal_studies.csv,40.72238,-73.873753,9,17,1,0
SR-20221103-28989,56 Drive,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.723838,-73.906336,8,10,2,0
CQ24-3155,Stephen Street & Wyckoff Avenue,Signal Study,All-Way Stop,denied,2024.0,data_cb5_signal_studies.csv,40.695526,-73.903946,8,9,4,0
CQ25-1196,Gates Avenue & Grandview Avenue,Signal Study,Traffic Signal,denied,2025.0,data_cb5_signal_studies.csv,40.70755,-73.90404,8,8,5,0
SR-20210908-26408,73 Place,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.715053,-73.881151,8,9,4,0
CQ25-0556,60 Street & 56 Drive,Signal Study,All-Way Stop,denied,2025.0,data_cb5_signal_studies.csv,40.7238375,-73.90633700000001,8,10,2,0
CQ25-1652B,Wyckoff Avenue & Cooper Avenue,Signal Study,Leading Pedestrian Interval,denied,2025.0,data_cb5_signal_studies.csv,40.69335,-73.90041,8,9,1,0
SR-20230816-30383,65 Place,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.729018,-73.900242,8,8,1,0
SR-20240402-31495,61 Road,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.717574,-73.893322,8,21,0,0
SR-20211029-26673,Dana Court,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.722619,-73.869554,8,9,3,0
CQ24-1056,77 Avenue & 78 Street,Signal Study,All-Way Stop,denied,2024.0,data_cb5_signal_studies.csv,40.70652,-73.87322,8,9,1,0
CQ24-1249B,Woodhaven Boulevard & Dana Court,Signal Study,Traffic Signal,denied,2024.0,data_cb5_signal_studies.csv,40.722619,-73.869554,8,9,3,0
SR-20201224-24224,60 Place,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.698511,-73.895779,8,10,0,0
SR-20241009-33426,69 Lane,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.722509,-73.890421,8,10,3,0
SR-20230428-29478,Myrtle Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.701402,-73.887401,8,8,4,0
CQ23-2252,59 Drive & Mt Olivet Crescent,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.7180192187358,-73.90033759153769,8,12,1,0
CQ20-1838,68 Avenue & 64 Street,Signal Study,All-Way Stop,denied,2020.0,data_cb5_signal_studies.csv,40.705734,-73.89449,8,8,3,0
CQ23-0147,75 Avenue & 60 Place,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.698405,-73.896663,8,8,0,0
CQ22-3590,84 Street & 63 Avenue,Signal Study,All-Way Stop,denied,2022.0,data_cb5_signal_studies.csv,40.72349,-73.87136,8,10,1,0
CQ20-1328,Gates Avenue & Grandview Avenue,Signal Study,All-Way Stop,approved,2020.0,data_cb5_signal_studies.csv,40.70755,-73.90404,8,8,5,0
SR-20231113-30977,Central Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.70502,-73.879431,8,8,2,0
SR-20241016-33465,77 Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.70652,-73.873214,8,9,1,0
CQ20-1017,51 Road & 69 Street,Signal Study,Traffic Signal,denied,2020.0,data_cb5_signal_studies.csv,40.734257,-73.89603,8,9,1,0
SR-20251229-39879,71 Street,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.717524,-73.884228,8,9,3,0
CQ20-0756B,Juniper Boulevard South & 71 Street,Signal Study,Traffic Signal,denied,2020.0,data_cb5_signal_studies.csv,40.71752,-73.88423,8,9,3,0
SR-20240918-32340,65 Place,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.703971,-73.890408,8,9,0,0
CQ22-2724,60 Street & 60 Drive,Signal Study,All-Way Stop,denied,2022.0,data_cb5_signal_studies.csv,40.715068,-73.905868,8,9,5,0
CQ21-1190,60 Street & 56 Drive,Signal Study,All-Way Stop,denied,2021.0,data_cb5_signal_studies.csv,40.7238375,-73.90633700000001,8,10,2,0
SR-20241003-33402,Cooper Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.693352,-73.900403,8,9,1,0
SR-20231011-30757,69 Lane,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.722509,-73.890421,8,10,3,0
CQ22-0262,70 Avenue & 65 Place,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.703968,-73.89041,8,9,0,0
SR-20230621-29989,75 Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.698511,-73.895779,8,10,0,0
CQ22-3242,56 Road & 60 Street,Signal Study,Traffic Signal,approved,2022.0,data_cb5_signal_studies.csv,40.72452,-73.90626,8,10,2,0
CQ22-3289,Dana Court & 84 Place,Signal Study,All-Way Stop,denied,2022.0,data_cb5_signal_studies.csv,40.722619,-73.869554,8,9,3,0
SR-20230811-30358,Mt Oliver Crescent,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.71802,-73.900338,8,12,1,0
CQ21-1549,Cooper Avenue & 60 Street,Signal Study,Traffic Signal,denied,2021.0,data_cb5_signal_studies.csv,40.69513,-73.895615,8,8,3,0
CQ21-2816,60 Avenue & 69 Lane,Signal Study,Traffic Signal,approved,2021.0,data_cb5_signal_studies.csv,40.722507,-73.89043,8,10,3,0
CQ21-3036B,Eliot Avenue & 71 Street,Signal Study,Traffic Signal,denied,2021.0,data_cb5_signal_studies.csv,40.72128,-73.887245,8,13,1,0
SR-20220701-27447,65 Place,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.729018,-73.900242,8,8,1,0
SR-20230322-29346,67 Street,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.701508,-73.88607,8,8,3,0
SR-20210726-26111,66 Place,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.701432,-73.887,8,8,4,0
SR-20230428-29478,Myrtle Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.701432,-73.887,8,8,4,0
SR-20230621-29989,75 Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.698405,-73.896663,8,8,0,0
SR-20250630-38228,Willoughby Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.709851,-73.91714,8,12,2,0
CQ23-3191,73 Place & 66 Road,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.715053,-73.881151,8,9,4,0
CQ23-3228,72 Street & Central Avenue,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.705017,-73.87944,8,8,2,0
SR-20250312-35837,76 Street,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.706729,-73.874241,8,9,1,0
SR-20250528-38108,65 Street,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.704846,-73.89213,7,7,3,0
CQ25-1507,69 Place & 65 Drive,Signal Study,Traffic Signal,denied,2025.0,data_cb5_signal_studies.csv,40.715369,-73.88653999999998,7,9,1,0
CQ25-1511,Flushing Avenue & 56 Street,Signal Study,Traffic Signal,denied,2025.0,data_cb5_signal_studies.csv,40.716404,-73.911959,7,18,2,0
CQ25-1999,Menahan Street & 60 Place,Signal Study,All-Way Stop,denied,2025.0,data_cb5_signal_studies.csv,40.710445,-73.902655,7,8,1,0
SR-20221006-28863,Cypress Hills Street,SRTS,Speed Bump,approved,2022.0,srts_citywide.csv,40.696669,-73.88681,7,10,0,0
CQ23-1616,61 Street & 56 Drive,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.723705,-73.90446,7,10,4,0
CQ20-2345,Metropolitan Avenue & Admiral Avenue,Signal Study,Traffic Signal,denied,2020.0,data_cb5_signal_studies.csv,40.71258,-73.897684,7,8,0,0
SR-20241007-33417,Otto Road,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.704972,-73.889843,7,8,0,0
SR-20221103-28989,56 Drive,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.723707,-73.904449,7,10,4,0
SR-20230807-30313,Menahan Street,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.710446,-73.90265,7,8,1,0
SR-20230428-29478,Myrtle Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.701478,-73.886484,7,7,3,0
CQ20-0109B,Juniper Boulevard North & 80 Street,Signal Study,Left Turn Arrow/Signal,denied,2020.0,data_cb5_signal_studies.csv,40.721592,-73.87647,7,7,2,1
CQ20-0285,Penelope Avenue & 69 Place,Signal Study,All-Way Stop,denied,2020.0,data_cb5_signal_studies.csv,40.716017,-73.886351,7,9,1,0
SR-20210408-25623,Juniper Boulevard North,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.721595,-73.876464,7,7,2,1
SR-20241104-35527,Queens Midtown Expressway Sr S,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.725596,-73.90178,7,9,0,0
CQ20-2303,65 Drive & 70 Street,Signal Study,Traffic Signal,approved,2020.0,data_cb5_signal_studies.csv,40.715369,-73.88653999999998,7,9,1,0
SR-20240916-32316,Menahan Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.703435,-73.911807,7,10,1,0
SR-20241017-33472,Penelope Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.716017,-73.886351,7,9,1,0
SR-20240501-31621,70 Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.722882,-73.889619,7,8,2,0
CQ24-1128,67 Street & Eliot Avenue,Signal Study,Traffic Signal,denied,2024.0,data_cb5_signal_studies.csv,40.718204,-73.89377,7,20,0,0
SR-20230621-29989,75 Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.698666,-73.893936,7,10,1,0
SR-20240917-32327,Eliot Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.718206,-73.893757,7,20,0,0
CQ22-1551,59 Road & 60 Lane,Signal Study,All-Way Stop,denied,2022.0,data_cb5_signal_studies.csv,40.71839,-73.90417,7,9,0,0
CQ24-2230B,Juniper Boulevard South & 69 Place,Signal Study,Traffic Signal,denied,2024.0,data_cb5_signal_studies.csv,40.716393,-73.886665,7,9,1,0
CQ24-2945,65 Street & Catalpa Avenue,Signal Study,All-Way Stop,denied,2024.0,data_cb5_signal_studies.csv,40.704845,-73.892136,7,7,3,0
SR-20231018-30822,60 Place,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.706357,-73.900268,7,8,3,0
