projectcode,onstreet,fromstreet,tostreet,outcome,requestdate,closeddate,projectstatus,denialreason,installationdate,trafficdirectiondesc,crashes_150m,injuries_150m,ped_injuries_150m,fatalities_150m,latitude,longitude,Source File
SR-20250923-39520,FAIRVIEW AVENUE,LINDEN STREET,GATES AVENUE,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,10,10,3,0,40.706798,-73.905995,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,PUTNAM AVENUE,67 AVENUE,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,23,28,7,0,40.704608,-73.902291,srts_citywide.csv
SR-20250926-39540,TRAFFIC AVENUE,MENAHAN STREET,GROVE STREET,denied,2025-09-26,2025-10-08T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,18,21,2,0,40.711225,-73.898631,srts_citywide.csv
SR-20250926-39540,TRAFFIC AVENUE,64 STREET,GATES AVENUE,denied,2025-09-26,2025-10-08T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,1,2,0,0,40.710298,-73.896461,srts_citywide.csv
SR-20221006-28863,CYPRESS HILLS STREET,74 AVENUE,65 STREET,denied,2022-10-05,,MOSAICS closed,Speed Cushion Denied Due To Failure By KSI.,2025-07-18T00:00:00.000,One-way,16,19,7,0,40.700474,-73.889692,srts_citywide.csv
SR-20221006-28863,CYPRESS HILLS STREET,MYRTLE AVENUE,74 AVENUE,denied,2022-10-05,,MOSAICS closed,Speed Cushion Denied Due To Failure By KSI.,2025-07-18T00:00:00.000,One-way,33,38,9,0,40.701103,-73.890867,srts_citywide.csv
SR-20250925-39537,52 AVENUE,67 STREET,69 STREET,denied,2025-09-18,2025-10-08T12:46:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,1,1,0,0,40.733605,-73.897893,srts_citywide.csv
SR-20250926-39540,TRAFFIC AVENUE,GATES AVENUE,PALMETTO STREET,denied,2025-09-26,2025-10-08T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,6,9,1,0,40.709825,-73.895354,srts_citywide.csv
SR-20221006-28863,CYPRESS HILLS STREET,65 STREET,65 PLACE,denied,2022-10-05,,MOSAICS closed,Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,2025-07-18T00:00:00.000,One-way,14,17,5,0,40.700292,-73.889527,srts_citywide.csv
SR-20250926-39540,TRAFFIC AVENUE,GROVE STREET,64 STREET,denied,2025-09-26,2025-10-08T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,0,0,0,0,40.710774,-73.897575,srts_citywide.csv
SR-20221006-28863,CYPRESS HILLS STREET,COOPER AVENUE,78 AVENUE,denied,2022-10-05,,MOSAICS closed,Speed Cushion Denied Due To Failure By KSI.,2025-07-18T00:00:00.000,Two-way,14,19,1,0,40.698858,-73.88818,srts_citywide.csv
SR-20221006-28863,CYPRESS HILLS STREET,CYPRESS AVENUE,JACKIE ROBINSON PARKWAY,denied,2022-10-05,,MOSAICS closed,street too short,2025-07-18T00:00:00.000,Two-way,35,49,2,0,40.692317,-73.882678,srts_citywide.csv
SR-20221006-28863,CYPRESS HILLS STREET,65 PLACE,COOPER AVENUE,denied,2022-10-05,,MOSAICS closed,Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,2025-07-18T00:00:00.000,One-way,9,11,1,0,40.699394,-73.88867,srts_citywide.csv
SR-20251003-39583,GREENE AVENUE,BUTLER AVENUE,TONSOR STREET,denied,2025-09-29,2025-10-16T13:10:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,7,4,0,40.710258,-73.907217,srts_citywide.csv
SR-20251003-39583,GREENE AVENUE,RICARD STREET,BUTLER AVENUE,denied,2025-09-29,2025-10-16T13:10:00.000,"Accept planning proposal of Not Feasible, Closed",other,,One-way,5,6,4,0,40.710156,-73.907329,srts_citywide.csv
SR-20251006-39594,62 STREET,52 AVENUE,53 AVENUE,denied,2025-10-02,2025-10-20T13:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,10,13,0,0,40.733659,-73.900069,srts_citywide.csv
SR-20251006-39599,STARR STREET,ONDERDONK AVENUE,WOODWARD AVENUE,denied,2025-10-05,2025-10-20T13:36:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,11,17,4,0,40.71029,-73.917883,srts_citywide.csv
SR-20251014-39628,ST FELIX AVENUE,SENECA AVENUE,60 STREET,denied,2025-10-14,2025-10-27T12:58:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,7,3,0,40.696482,-73.897564,srts_citywide.csv
SR-20251014-39630,GATES AVENUE,FAIRVIEW AVENUE,GRANDVIEW AVENUE,denied,2025-10-13,2025-10-27T12:59:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,11,11,3,0,40.706361,-73.905257,srts_citywide.csv
SR-20251020-39648,ELIOT AVENUE,85 STREET,86 STREET,denied,2025-10-18,2025-11-03T14:00:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,13,15,7,0,40.727912,-73.873241,srts_citywide.csv
SR-20251027-39682,MYRTLE AVENUE,NORMAN STREET,SUMMERFIELD STREET,denied,2025-10-24,2025-11-12T13:26:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,39,50,16,0,40.70052,-73.897962,srts_citywide.csv
SR-20251027-39682,MYRTLE AVENUE,SUMMERFIELD STREET,60 LANE,denied,2025-10-24,2025-11-12T13:26:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,28,35,7,0,40.700617,-73.896721,srts_citywide.csv
SR-20251027-39682,MYRTLE AVENUE,60 STREET,NORMAN STREET,denied,2025-10-24,2025-11-12T13:26:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,35,45,15,0,40.700517,-73.898348,srts_citywide.csv
SR-20251027-39682,MYRTLE AVENUE,DECATUR STREET,FRESH POND ROAD,denied,2025-10-24,2025-11-12T13:26:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,27,32,8,0,40.700666,-73.896097,srts_citywide.csv
SR-20251027-39682,MYRTLE AVENUE,60 LANE,DECATUR STREET,denied,2025-10-24,2025-11-12T13:26:00.000,"Accept planning proposal of Not Feasible, Closed",street too short,,Two-way,27,32,6,0,40.700653,-73.89627,srts_citywide.csv
SR-20251029-39708,72 PLACE,CENTRAL AVENUE,COOPER AVENUE,denied,2025-10-16,2025-11-13T12:32:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,11,11,3,0,40.705225,-73.878565,srts_citywide.csv
SR-20251103-39723,69 LANE,CALDWELL AVENUE,60 AVENUE,denied,2025-11-03,2025-11-17T18:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,7,0,0,40.724256,-73.891818,srts_citywide.csv
SR-20251029-39709,52 ROAD,66 STREET,67 STREET,denied,2025-10-06,2025-12-01T13:12:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,5,7,0,0,40.732942,-73.899103,srts_citywide.csv
SR-20251107-39745,87 STREET,78 AVENUE,79 AVENUE,denied,2025-11-07,2025-12-01T13:15:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,2,2,0,0,40.705832,-73.862265,srts_citywide.csv
SR-20251203-39806,WOODWARD AVENUE,PUTNAM AVENUE,CORNELIA STREET,denied,2025-12-03,,Planning proposal - Feasible,Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,25,28,8,0,40.703538,-73.903382,srts_citywide.csv
SR-20251203-39806,WOODWARD AVENUE,LINDEN STREET,GATES AVENUE,denied,2025-12-03,,Planning proposal - Feasible,Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,19,20,8,0,40.705723,-73.907093,srts_citywide.csv
SR-20251203-39806,WOODWARD AVENUE,CORNELIA STREET,68 ROAD,denied,2025-12-03,,Planning proposal - Feasible,Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,21,24,9,0,40.703101,-73.902639,srts_citywide.csv
SR-20251203-39806,WOODWARD AVENUE,WOODBINE STREET,MYRTLE AVENUE LINE,denied,2025-12-03,,Planning proposal - Feasible,Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,19,22,6,0,40.704409,-73.904866,srts_citywide.csv
SR-20251203-39806,WOODWARD AVENUE,PALMETTO STREET,WOODBINE STREET,denied,2025-12-03,,Planning proposal - Feasible,Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,21,23,9,0,40.704849,-73.905609,srts_citywide.csv
SR-20251203-39806,WOODWARD AVENUE,MADISON STREET,PUTNAM AVENUE,denied,2025-12-03,,Planning proposal - Feasible,Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,21,24,9,0,40.703975,-73.904124,srts_citywide.csv
SR-20251203-39806,WOODWARD AVENUE,GATES AVENUE,PALMETTO STREET,denied,2025-12-03,,Planning proposal - Feasible,Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,21,23,8,0,40.705286,-73.906351,srts_citywide.csv
SR-20251203-39806,WOODWARD AVENUE,MYRTLE AVENUE LINE,MADISON STREET,denied,2025-12-03,,Planning proposal - Feasible,Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,25,28,10,0,40.704112,-73.904358,srts_citywide.csv
SR-20251117-39766,69 AVENUE,79 STREET,80 STREET,denied,2025-11-16,2025-12-08T13:18:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,5,5,2,0,40.70977,-73.873334,srts_citywide.csv
SR-20251209-39827,68 AVENUE,64 PLACE,65 STREET,denied,2025-12-08,2025-12-22T13:39:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,4,4,1,0,40.705956,-73.893593,srts_citywide.csv
SR-20251208-39826,JUNIPER BOULEVARD NORTH,62 AVENUE,77 STREET,denied,2025-12-08,2025-12-22T13:39:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,4,4,1,0,40.721416,-73.881306,srts_citywide.csv
SR-20251209-39827,68 AVENUE,65 STREET,65 PLACE,denied,2025-12-08,2025-12-22T13:39:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,3,3,1,0,40.706177,-73.892702,srts_citywide.csv
SR-20251208-39826,JUNIPER BOULEVARD NORTH,76 STREET,62 AVENUE,denied,2025-12-08,2025-12-22T13:39:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,3,3,1,0,40.721378,-73.881844,srts_citywide.csv
